customer_id,became_member_on,gender,age,income,member_Year,member_Month,member_Date
ee916f63db3e4148a0e0cfbf7a42e795,20180613,,118,,2018,06,13
32f515e5caa64ab2a32827c89cd94c54,20171218,,118,,2017,12,18
9c10540f4b6842deb88e827d8d1260da,20161118,,118,,2016,11,18
b685bf9de0794b44ba299464a95aa679,20130810,,118,,2013,08,10
9209b9540a0c4ae08cda81a6db0e4019,20150802,,118,,2015,08,02
360b8705b0564f2194a16ec4866b1164,20151204,,118,,2015,12,04
d79a422d00674d80a30311c203ad0e6b,20160309,,118,,2016,03,09
824d6913ba1b4f6e8e3fba70714fb90f,20150919,,118,,2015,09,19
5d8afafc8f544d44a7c63cec59a17298,20170106,,118,,2017,01,06
6d2b7ff9551c468ca7051932d792d570,20180618,,118,,2018,06,18
a3ed9f40184c405db2102ac4b78bfbaf,20171103,,118,,2017,11,03
ec7cadf8b78e44d080ee8d099f94acc5,20160323,,118,,2016,03,23
d24cd08e13a1412c9fc9d5a675d0f148,20180126,,118,,2018,01,26
2ad11a6f663a4ac1ae56b0b0c54c8086,20160211,,118,,2016,02,11
af9560ee481a406381c58c9f7b79cc2b,20161011,,118,,2016,10,11
946939f5ad7344ff87232f453d112f07,20150919,,118,,2015,09,19
986856bfc2d14662be276f396431cf47,20180428,,118,,2018,04,28
ec8f1f9e6efe4a20969ef2345a16e95c,20180415,,118,,2018,04,15
295698c734bb4aa9a77b8986670d723f,20170917,,118,,2017,09,17
cc5acecea5ce4cae8b4529d418993f00,20170714,,118,,2017,07,14
b7724737a4184c609f7b5075d0865d63,20170702,,118,,2017,07,02
fda264de6e3a45688f251167331d893a,20151009,,118,,2015,10,09
c095dad5bf3a452389143ab4b864f10b,20160727,,118,,2016,07,27
d8763ecf77d24d01bc71ead3dd775365,20151002,,118,,2015,10,02
8adef45dbe5c4a3da4e351045e86be3d,20160815,,118,,2016,08,15
03361f5f681e46ad97796d52caf9afa2,20160811,,118,,2016,08,11
81a6b5a34a204d8081676f1cab19a8d8,20160710,,118,,2016,07,10
8f26a78925e24c22a03dc134fb44fc4b,20151113,,118,,2015,11,13
3df7d9de211f4295aa4777bb0c20516b,20160919,,118,,2016,09,19
c9e985e8988f49d29b57b046a07ce995,20170511,,118,,2017,05,11
1d54459b668046bfb79c0298ecb88007,20170126,,118,,2017,01,26
efac38533e68478898f6903a0abd7b58,20180604,,118,,2018,06,04
bc98025ca6a1476887adb6ab925e8b0f,20170815,,118,,2017,08,15
aab991c762f240d28ba259bde064aa44,20160129,,118,,2016,01,29
676ee3fbf66b46078484ecaa99bc8d1a,20151122,,118,,2015,11,22
f197a69edba247e4a43a1b78b3fd46da,20170116,,118,,2017,01,16
3a15cd6816e7422ea64bc720130500e3,20160327,,118,,2016,03,27
4945fdebd4484357b43da1181e203706,20160226,,118,,2016,02,26
e72f808089f5456cb4df77343a95495c,20171205,,118,,2017,12,05
08c3111fd2a14bcdabcedbabde4ec93a,20170925,,118,,2017,09,25
9fb1b91b4b6c4bdba8b2d79a807743a4,20160701,,118,,2016,07,01
a185ffa762294ed0b1f33df8c88ac242,20151112,,118,,2015,11,12
7f202eb46e3140f4995f8718471400be,20151018,,118,,2015,10,18
2bac7b1a8ffe4fb8bb3be7f06d8f0db4,20170921,,118,,2017,09,21
8f82848007d649a5bb278dcf5df58acc,20180110,,118,,2018,01,10
92839af159c04127b655ee076afe2f6c,20170322,,118,,2017,03,22
1db3570ae60246d9ab96bf03f04b1baf,20170907,,118,,2017,09,07
0069a50874d846438e58acff5e594725,20160503,,118,,2016,05,03
e2a64c06c0c34d578aea58f0123d59f1,20170623,,118,,2017,06,23
8f0d8c7a45924f688c140dd9fe4db0b4,20160313,,118,,2016,03,13
436c610d0637412f8cc101b6e5b4b52a,20170306,,118,,2017,03,06
944dfb1ad047453ab8db462d88e6babd,20170803,,118,,2017,08,03
e8db8c4fb4fd40119ebe05310de8cca7,20150826,,118,,2015,08,26
2c598928868943b0aad98901a279db24,20171104,,118,,2017,11,04
960a8e7be0104a79985eec96cc72c774,20170506,,118,,2017,05,06
a79aa009c6f74b58b6918dd73e7bafd7,20160420,,118,,2016,04,20
438a2b144d774516a3ac79d50246d7d5,20170901,,118,,2017,09,01
169a67c164814dabad8bb7c54fb1cc77,20170330,,118,,2017,03,30
055a2a48b6f84b5ba3427e05e6beeb3f,20160215,,118,,2016,02,15
cc45d9155aac463d9ce1b33b260be9f9,20170802,,118,,2017,08,02
7cf4c19a756644b08d9d82d2d7f9c46d,20170430,,118,,2017,04,30
a13cf656543040d89b857709ed97c25b,20150930,,118,,2015,09,30
788db6a5814247e38bac0a3c0c56ec96,20150810,,118,,2015,08,10
cd0d864ba44f4ab98071dc7775ce1c5d,20150926,,118,,2015,09,26
f03a05fddf2543ffb1764a11e92739b9,20161221,,118,,2016,12,21
012ee55a90bd4d969b0d0cdfaffdf6ab,20171211,,118,,2017,12,11
3083b4b83d3c436d90fb41297da0e9d3,20170407,,118,,2017,04,07
3757c06385b24817a689b92c9b76ecb2,20171225,,118,,2017,12,25
0a5ecb5b15fa464b8a2f1cb3bcba284c,20160602,,118,,2016,06,02
8fdb780cf1844206bd605313965cacf9,20161211,,118,,2016,12,11
6ce4e45df1db4cda95341f6b7ac18f42,20171014,,118,,2017,10,14
8614aba093c549c9a9d38e212588763b,20180116,,118,,2018,01,16
57b6daacc3d746f68e57bb2180b6f8a1,20160612,,118,,2016,06,12
fc86f8092ded4a768a235b5c3191d415,20170614,,118,,2017,06,14
9c1f78d1685446f5ba41c2ed13f6b039,20180114,,118,,2018,01,14
02f446e152254ab7b01e29698932dd01,20170606,,118,,2017,06,06
556a14158b7e4d1ea2f7a4e2d9a8dd2f,20151007,,118,,2015,10,07
cfb8760657e4456da7a7627ce13db343,20180419,,118,,2018,04,19
a2283670ca414cde98a2843790a13410,20180101,,118,,2018,01,01
c4196572916f4e7a8a5e6b0c18c7dd40,20170802,,118,,2017,08,02
b9a04a1d30fb4373883c775e8c76dfa2,20161123,,118,,2016,11,23
11fff2c68123408b93e01ea1deece057,20180117,,118,,2018,01,17
a45eed4f2f9640fca6bf0975b63d1551,20170804,,118,,2017,08,04
3f9fa22178894f38beed3d7b0efbe405,20171016,,118,,2017,10,16
f8a0d2e3a8464ce3929391a5f2b2ddb2,20171218,,118,,2017,12,18
654c2a9ec95e4cbfb68afd7f3fe53159,20180622,,118,,2018,06,22
597760e0272a460cbc840b471d768427,20170408,,118,,2017,04,08
253154f26d2c4201aaed2192bdbbd8dc,20160729,,118,,2016,07,29
d4309b7d75174eaa8115f4357b28cd98,20170917,,118,,2017,09,17
f02fa2294c24490db75354d38a1eabad,20160421,,118,,2016,04,21
da5724d9ac2c45feaa532cdfd4f1ec4a,20180414,,118,,2018,04,14
5e940120796c4804ae4a5e1f30838acd,20140512,,118,,2014,05,12
dd37f142a5354f539b2f246cd5a4a6d3,20150524,,118,,2015,05,24
a94d4b0cca4d47128920f66a5286431d,20180331,,118,,2018,03,31
03ae3b023c2540f4969b64b633be5ede,20180101,,118,,2018,01,01
75da6707b8824502852123cf9e6d353e,20180517,,118,,2018,05,17
f04c9064ecfe4852991fc510428c7e5b,20180624,,118,,2018,06,24
392bd914245349489e4972fb7e4ce86d,20171230,,118,,2017,12,30
8f8e6021ca784840b5c77a7e9647c751,20161204,,118,,2016,12,04
56b1a70016c74f6db9376a33cb423dd5,20151021,,118,,2015,10,21
784ccc2dee1b41c2b19f3c85bb9cf634,20171030,,118,,2017,10,30
3cbbefdc6db148d88acf8944bd77c48d,20160712,,118,,2016,07,12
239ad0b3580a4ae49b3bd9fb9f56d138,20160321,,118,,2016,03,21
89ff2eb181e942aab88a65447295cc83,20171013,,118,,2017,10,13
15ae7f0b5e9e4ca9bea76bd42644e0b2,20180304,,118,,2018,03,04
8e41b43818f144b784fc64fe8c27d3e7,20171108,,118,,2017,11,08
3977011340cf47d08a23c4b3d6f6aef6,20160128,,118,,2016,01,28
bc05b86875da4bcb91338e2bde229a75,20170831,,118,,2017,08,31
52373a9fea6348d583b6e4fb8c20e34a,20160331,,118,,2016,03,31
2e9e3cfa14dc4500a10932838444f0ca,20160926,,118,,2016,09,26
343543ae92b8457d924cd7a8eaa7a955,20151220,,118,,2015,12,20
dbdb5eb514cb4b94a49be1e888ef7250,20170827,,118,,2017,08,27
9f3a4c78181f4a138f0130ea027a2f3d,20180404,,118,,2018,04,04
c95f9e4a135a47c88af6b0e86887cb3b,20180613,,118,,2018,06,13
12da1e886d0c405299369ee3f0d975e1,20180215,,118,,2018,02,15
3177d2d794b94e2097125b31a92c4c38,20160314,,118,,2016,03,14
e5f2af92edfe4dfa8956cc29a5567b11,20150928,,118,,2015,09,28
9f63154156e745988a670e4c3fe29249,20180407,,118,,2018,04,07
2e5aa7325eaa42089d72d655aa7ae282,20180704,,118,,2018,07,04
66c6a0c7d2cb49cc958c76ea136c944d,20170912,,118,,2017,09,12
3af266992b2448599ace40a81088a951,20150130,,118,,2015,01,30
7ede12164ac7489eb5b4f607b87977f4,20170820,,118,,2017,08,20
f97fb524ef4e46e3937cf3bf6b47fdda,20170207,,118,,2017,02,07
aef607d8b1d14eb68196f438c5d8bbf5,20171005,,118,,2017,10,05
f660a1217750485a9f2f36fd929b5575,20180105,,118,,2018,01,05
771f341037bb41e49d1ce4ed096b3488,20171121,,118,,2017,11,21
2a2434a742fc40df952c536485bb205a,20160913,,118,,2016,09,13
3d02345581554e81b7b289ab5e288078,20170127,,118,,2017,01,27
7df6d44d1ecb46b59fa09e1e3fb57ebc,20180301,,118,,2018,03,01
7979224ed8ca46a7be6112db5f498986,20180106,,118,,2018,01,06
bc8cf9f0276542c59fedf4878bedb069,20170823,,118,,2017,08,23
bd5b31dca4a94430a759aa9c4e89daeb,20180503,,118,,2018,05,03
7d116e81569d46299471c18a615feea9,20160107,,118,,2016,01,07
2e54d5a59bee47a6a05df0ba65654deb,20171130,,118,,2017,11,30
a768ea97df544316afa7184273e13152,20170625,,118,,2017,06,25
03833a1fe27f4435917da7e54c6fa48a,20180323,,118,,2018,03,23
744d04231e5046b98fb7ca1544f6e259,20180417,,118,,2018,04,17
ce7cdd9de40f4c34ade7b7b53ffd77ee,20171006,,118,,2017,10,06
2c66aa7a1fff4f0d84f69a40eea5e8f6,20180220,,118,,2018,02,20
307f96a6ea9d40daa5978bf244dcd735,20171205,,118,,2017,12,05
3ebc60e3aaaa41039128482c7296da53,20170207,,118,,2017,02,07
a0661ae79ac14d6aaa6a512c33bb9dea,20180721,,118,,2018,07,21
6932f4c26a0448849fc72612bdb9f6ad,20170901,,118,,2017,09,01
c2dedd3d38044d9492060c4f4952ad5f,20141204,,118,,2014,12,04
6f8046e4e6c14ea699cfb964d67f5e4f,20171230,,118,,2017,12,30
8a786fa0da254df79cda216055c8fc4c,20160818,,118,,2016,08,18
9a98ee297491498b97ada808e2e7f3c1,20171001,,118,,2017,10,01
68847bcfe23c4f7681e82e98d22d0b23,20170101,,118,,2017,01,01
06ca908ab8624ea7af1ed69068b47155,20180407,,118,,2018,04,07
d25c574922054a82b1bcab0a0ea3cca2,20160225,,118,,2016,02,25
310c21b205154ec9aa121262cce0d30b,20171213,,118,,2017,12,13
a4d4393d96a3456bb68a434973ad9b47,20170917,,118,,2017,09,17
8582150967d2440e93a857b4ef460f43,20180311,,118,,2018,03,11
6ad46e5e66a544d8b132562d45572117,20170912,,118,,2017,09,12
10814621208d42cd98eead9ea704eb47,20180109,,118,,2018,01,09
3f9ffd2f4d14467b8aada5f88ed06c10,20150801,,118,,2015,08,01
95698c2e53b247b492fdc3a96ac75d58,20170908,,118,,2017,09,08
07c0543d781742cb94db14afb1420e2a,20160420,,118,,2016,04,20
4c142407c3d041569bc92b1ac269d004,20160114,,118,,2016,01,14
171c7f6ef14c416a87ac8907c58202ed,20160719,,118,,2016,07,19
d238c2c94ca64d348808025afb370195,20180124,,118,,2018,01,24
6cee7e5f6769472eb4151cc89eb039ce,20180113,,118,,2018,01,13
6b68eed636f049968e3d32267cc31658,20160826,,118,,2016,08,26
a3627a341176408c9512c6c6a8378458,20170901,,118,,2017,09,01
5ff7ca206046431aacd73a359e71571e,20170928,,118,,2017,09,28
1b13f0dc7eca4451bf9dc1454140846f,20151017,,118,,2015,10,17
1e9bab3a7f2c4ea1ab799bebbc978859,20160330,,118,,2016,03,30
2508c99e375a4cdc9832255ec65effd1,20170128,,118,,2017,01,28
f86cd307248848cda600b65e282836b9,20171002,,118,,2017,10,02
9bbca859a7ff43db981b10737391e550,20171104,,118,,2017,11,04
b64e206f173d49fcbcae3cc5b4b4965c,20180604,,118,,2018,06,04
76a37e94728b4b4abd31c6fda4f33855,20180702,,118,,2018,07,02
fc505c0e65564765a6c65396619b444f,20180319,,118,,2018,03,19
0d6ff25e524b4d1e97039c91a20113f6,20180206,,118,,2018,02,06
ba1b1f46c4c04874940e60e758ce4cc3,20180523,,118,,2018,05,23
43307b406e3e40d0bb66c0d6231ea2fe,20161008,,118,,2016,10,08
b22d1083630c43288cf7d032eaeda6e0,20150803,,118,,2015,08,03
0c5d91496aec44d6a4fff1c280a6a7d5,20180411,,118,,2018,04,11
12cca3942a6641428967693f1e90d3df,20180720,,118,,2018,07,20
1218e2bc59f64a619f3503e9c8b76f9d,20151209,,118,,2015,12,09
5c3d71f075e04e63a34f7e091fbc5504,20151002,,118,,2015,10,02
664735f5e78d4e139327164f14cb4805,20170922,,118,,2017,09,22
1faf8fdf229c468ba054e98356c617b2,20160705,,118,,2016,07,05
105d0d099b314fa7bf432307e1bb4166,20180103,,118,,2018,01,03
3c76c38021e6465382c960230b141b88,20150930,,118,,2015,09,30
5aa63763bb0c4548b0a30f451e75b365,20170814,,118,,2017,08,14
93b666004615427ea166af9f027eef42,20170425,,118,,2017,04,25
9a0f56740b7a46e8b03138e0fee212e8,20171024,,118,,2017,10,24
90f4075d71ba44029655b4b0fb42603f,20171101,,118,,2017,11,01
faffe5ce24c343a39805bfe0f98c77c4,20140409,,118,,2014,04,09
7b29e39112d44169991068b354ebc3c9,20180116,,118,,2018,01,16
9c692f9c82634eae9b881367b008c242,20151205,,118,,2015,12,05
ae9c7e677a7c4089a180c98f491fec68,20150731,,118,,2015,07,31
353697e3573c49cebed67da5d6fb49f9,20180210,,118,,2018,02,10
f508184a347e4ffe9cf3c56ea7b04834,20170121,,118,,2017,01,21
aa5405c344f64012835c5c49cbbb9df9,20170907,,118,,2017,09,07
ffede3b700ac41d6a266fa1ba74b4f16,20180704,,118,,2018,07,04
ccf7ab23a3e849a0b35b6b6adb826aa4,20180217,,118,,2018,02,17
573adebe44ec4d2c83bb83a3b3e96767,20170403,,118,,2017,04,03
718c019dbda445348c10f512fca3a6bf,20170108,,118,,2017,01,08
af0acc34b33140289fedc26d34ba3e85,20160114,,118,,2016,01,14
05f5d803302a40d78b0724c86022c7cc,20150816,,118,,2015,08,16
ff5a3d93c39e40d0a56a65673350cfab,20171205,,118,,2017,12,05
46738033b03d407bba6224786b6fa288,20151122,,118,,2015,11,22
87f97b3f87604c3b8671e86091b755dc,20171125,,118,,2017,11,25
c33c236fec0c4a3ba91389f33c7b7547,20160325,,118,,2016,03,25
00116118485d4dfda04fdbaba9a87b5c,20180425,,118,,2018,04,25
48f7bc851d79485aba255b24325f4649,20180221,,118,,2018,02,21
32fde4e7af274009a288b2268f994af6,20160414,,118,,2016,04,14
e222dad0c0ff4efaa9404dd9573567c1,20160309,,118,,2016,03,09
77efdc54d1c84eb382a3bb1b87322b0e,20141014,,118,,2014,10,14
caa100b2b89c42fb8871139c5d0f445f,20170630,,118,,2017,06,30
565bfc57948a485f92822b95994d62ba,20161111,,118,,2016,11,11
0c9cba93f6454c16bdb698683072438b,20180621,,118,,2018,06,21
76123a797b0d4ced9a1bb1fd904c1c3c,20141208,,118,,2014,12,08
bdc01fa3a83c4913972c79b34443e152,20180715,,118,,2018,07,15
aeb042db70ab4c138f08a5c50d666e59,20171107,,118,,2017,11,07
e51edf76d2d04cc5aa78d6fa204384e9,20160726,,118,,2016,07,26
9d15e156105d4fb083ee65932ef6fe26,20180131,,118,,2018,01,31
79f05a2866bb4c7a808604aa178e43f7,20170808,,118,,2017,08,08
8d041a344de14de1af61420f32387931,20170127,,118,,2017,01,27
edddd144020249c381fee7be612e7b6d,20170815,,118,,2017,08,15
c97f4e8df4d84315b3fc727895c165d9,20160523,,118,,2016,05,23
dad8efdccb7e47ee8e628db1b61c847c,20180701,,118,,2018,07,01
2847621b6efc4ad5a039fe338fef2890,20151021,,118,,2015,10,21
5417cd56b9884f26b4cb0cd15b9aafc4,20161124,,118,,2016,11,24
41937f6173f443d3a5d5dfb5ad67746d,20180219,,118,,2018,02,19
6eaecf5a6f75472db3e79e4c346ac318,20161013,,118,,2016,10,13
689beb5e5dee4b998b22b1997a291f75,20160313,,118,,2016,03,13
a245499a51c948829ac0825d9c669ee8,20180317,,118,,2018,03,17
85240db9bdca4e5486b9837ae5ceea59,20171112,,118,,2017,11,12
e7593c299cd84b9f9b2c5d170ebc36df,20180122,,118,,2018,01,22
b6414121421d43b5b45cdd70f1f1c8d1,20160122,,118,,2016,01,22
66871162ec084d02aeaf45791bea91fe,20160125,,118,,2016,01,25
916e3f0e54ac41349f8da721d1ab233a,20171030,,118,,2017,10,30
a1ef9bf697a440108744e7e236b6e05b,20170926,,118,,2017,09,26
38c60a8b1136438690a80c3b5a211200,20161117,,118,,2016,11,17
1859c25e140e4573bdb447a55508ee19,20180206,,118,,2018,02,06
03659e112e884f38afa963dcb243c6a6,20171229,,118,,2017,12,29
fa4afa7ddb4241c0b578e35e8a107a6c,20170914,,118,,2017,09,14
ef0eb362a927490eacc98737c8be50f8,20170828,,118,,2017,08,28
c59c4fd965a0445fb46982546d4f7e85,20160322,,118,,2016,03,22
3f23b1c6fdf04e998edf32892e73a604,20180619,,118,,2018,06,19
8cc34b8f120d49c8bee8473e75b183cf,20180117,,118,,2018,01,17
37f13b975b2a46639b1d5148bcc08979,20180513,,118,,2018,05,13
b9106ce88cee435196f0314db1989b63,20160601,,118,,2016,06,01
c0852430ada44573a218de7c3b92abbe,20150922,,118,,2015,09,22
9ab72a00dcf34cd1a9e6383c908f5652,20170819,,118,,2017,08,19
c24ab1ea4d9a4e85971c7708c8cc5d2e,20160830,,118,,2016,08,30
e789213c809347128dd9fe36a0db7f1a,20171221,,118,,2017,12,21
bd1887db645549479e247390110b464b,20170901,,118,,2017,09,01
1b8f65e946354bf481d92ea58caa729e,20160704,,118,,2016,07,04
beb23fe2d754426b9376449d5668990a,20160419,,118,,2016,04,19
1b59e70b05e54356af6832ac10eba27e,20180405,,118,,2018,04,05
26a60b8bdb17403abf9cead05632d0f1,20170214,,118,,2017,02,14
efc4e7da24314413a228f0dc6651e249,20180506,,118,,2018,05,06
aa2290ff63b145a19ebc6e86a3719ca7,20170623,,118,,2017,06,23
58566614c9b3417eb7e64ca4230364d2,20180120,,118,,2018,01,20
6c295cd6d1574a8c9b417b8ca7305827,20170813,,118,,2017,08,13
77d39ccc06104bb79334b39f3b230b3c,20170730,,118,,2017,07,30
e1f1cf94916e455b9c9bbe3efcfc36dd,20180318,,118,,2018,03,18
7dad548ac52b4e23808b2457bd4a9143,20170930,,118,,2017,09,30
511d8232e384437b99268226c8a5bb95,20160503,,118,,2016,05,03
5a2e7b544b5b43e98e6eec69c3e6a21c,20171225,,118,,2017,12,25
2d34608251f544bab8cc9c888d979037,20160219,,118,,2016,02,19
fe4e1ca704f5436ab5a213740e855925,20180306,,118,,2018,03,06
10959e2d58c44e619045135b32b4f255,20170424,,118,,2017,04,24
222ba48d2c664296a265201b7b7b6089,20150903,,118,,2015,09,03
47e7f9c17bbe4562b6e85b8136a1c9a0,20160914,,118,,2016,09,14
28ddc2fd0f9344008828d2fd1d846e24,20160528,,118,,2016,05,28
a3e1d4763dfd4b44bae6fc219c9b2681,20171130,,118,,2017,11,30
22588cd5f5e14859b153c7e9221085bd,20161028,,118,,2016,10,28
62964b89979b4e91b8d33ff7d2cf4e86,20170521,,118,,2017,05,21
22ada0ed66d34eb19a42463454b9e75c,20180607,,118,,2018,06,07
dd5193766e734094bdc27005f9433648,20161030,,118,,2016,10,30
a0cf2983634744b09f7b2a05a85d869a,20171209,,118,,2017,12,09
ecb5284a1b964eb893e5cf31a93b12bc,20180623,,118,,2018,06,23
d3f70877b0ad4c909bce4f7960ba0f2c,20171021,,118,,2017,10,21
912b9f623b9e4b4eb99b6dc919f09a93,20170926,,118,,2017,09,26
72f26c7826174e8d8426e02ee335f9f9,20171207,,118,,2017,12,07
4265aed052a445d8a7e72c9ae16b77e0,20170521,,118,,2017,05,21
56ce169a5a5b47e1b2028c663d3a11eb,20171218,,118,,2017,12,18
fb53e5301e52408dac5bf1b9366f277a,20180104,,118,,2018,01,04
10fb6eee170242c1b1ad9fc2299f5485,20180501,,118,,2018,05,01
ad254435fe7f49ffae09bbfe211ccf78,20160228,,118,,2016,02,28
ac994f56c4c7421d965105a11bf10795,20161103,,118,,2016,11,03
accff78e2b0e4698b7ea680e41cea850,20180416,,118,,2018,04,16
a0eb962745114f9f922b67a17940771a,20180309,,118,,2018,03,09
cb8d6a9494a641108a1f7f48045e9218,20171120,,118,,2017,11,20
a3f5094b815843fe9061c37c3ae99406,20140205,,118,,2014,02,05
663884323bd64c2ea720507e44b1b322,20180427,,118,,2018,04,27
cc8517a6a22448f6b604fae44ea2bd51,20171027,,118,,2017,10,27
301bfa0e367041db91e6963c1bde4500,20160804,,118,,2016,08,04
1b4bf9e26285487f9db6dd6ea0f233d6,20180520,,118,,2018,05,20
4956e3bb1bb346ed9e6b1a7e08a4ca3a,20160330,,118,,2016,03,30
e61a24fce42842d092ca35298b5fb94c,20180427,,118,,2018,04,27
4e8542289655439fad992672ed3392d8,20180113,,118,,2018,01,13
f5dbbcc3948e43b8975e6ab6664e5bd2,20170807,,118,,2017,08,07
2e8e627725e649479bf98df3764d085a,20160511,,118,,2016,05,11
cd546f99686e4615b393eb5a3c20c19d,20180118,,118,,2018,01,18
70cb9657490647978664229c0fd3ecbf,20170822,,118,,2017,08,22
bfd771e3110b499cba04282c76701688,20171122,,118,,2017,11,22
a1823a6fd86b4d88905c5e9339c86db1,20170613,,118,,2017,06,13
9d3cf2c5c0ab49f98dff4babaa56211a,20180215,,118,,2018,02,15
99300e5d57214184a8f6486039b9eae8,20180511,,118,,2018,05,11
30aad290db6a4c198edf5fd4c00c3553,20171021,,118,,2017,10,21
73b88314a21d4117b72d50a537f8883c,20170718,,118,,2017,07,18
73fc80ed171440d3b993ad95ca598c94,20180212,,118,,2018,02,12
ca4208aa39a14308b1a25c91f5db6137,20180412,,118,,2018,04,12
867c1207f19944cfa45ed38a525d2a1a,20160110,,118,,2016,01,10
bb6e1c4b0c814c0d95fefd429c608295,20140919,,118,,2014,09,19
31b08456da224513ac85c76d39df3dc5,20160410,,118,,2016,04,10
8bf8695026e34614b64f99cc3ebabfea,20161116,,118,,2016,11,16
43bff596145f4aaba066c31ff63e8a91,20151101,,118,,2015,11,01
d72b53c63ec747f281c16c1b3f536d72,20171014,,118,,2017,10,14
681135bb7b08436cb7488c666968993c,20160905,,118,,2016,09,05
da7a7c0dcfcb41a8acc7864a53cf60fb,20170801,,118,,2017,08,01
279e4e1e7b5741669a6f382b45ea203f,20160716,,118,,2016,07,16
4e44f82e6e1f437d9889fbff180e69f2,20171112,,118,,2017,11,12
a16c2818b2ab4065801b1be1f1fecaf3,20170915,,118,,2017,09,15
5c88ee3a82f04c4387bafc80311cc038,20160821,,118,,2016,08,21
14eebb44a86943ba84953d42523855e5,20180705,,118,,2018,07,05
35ac1273610d47748c93124564f477df,20170120,,118,,2017,01,20
8109d451a16e4e2690383f084e575a57,20160314,,118,,2016,03,14
4c5faf98100a4b4d8837c55156439d8e,20150805,,118,,2015,08,05
03533ca5a4244ca3ac48b9c8ccba8332,20161024,,118,,2016,10,24
2db09869f648456788b2b7953ca32a35,20180217,,118,,2018,02,17
9af675b1fa8d47879fd65ac0835c70b8,20180706,,118,,2018,07,06
e1251ca419a84273a8a974fe61d3c69e,20160423,,118,,2016,04,23
bb700a9162344956994b2eba35b9f0d9,20171105,,118,,2017,11,05
7b1e717070724a7c8d5422dd04abf78a,20160419,,118,,2016,04,19
b9d07d53d8944f4b865990b52e532710,20160924,,118,,2016,09,24
6745a29fd137422c86b573d1f5c2a9ab,20180512,,118,,2018,05,12
7c67fa6c747e41b784c0065e240eb3ec,20170525,,118,,2017,05,25
9c563cf237064fd39cf150e0d386c135,20160204,,118,,2016,02,04
ae42972c2f1a4c5e911a1d5f2e59bde3,20170405,,118,,2017,04,05
26982ffe1e974c71bed1036e5ce0c167,20160301,,118,,2016,03,01
3c67bf028e684c71b3b3dca7a55522fa,20180527,,118,,2018,05,27
0914283b4a2948d18d7978e28f10ef1f,20180719,,118,,2018,07,19
2bf7e519dfca407c8287f756717345b9,20171207,,118,,2017,12,07
a5431e42ade040998067339b7bd2833a,20180625,,118,,2018,06,25
009d10c2c38a4fd795a7bc6ddbbddb78,20180627,,118,,2018,06,27
af4919b9f0f04ec889c274703535c746,20180326,,118,,2018,03,26
f094fae8936e4c38b5bef23428f71961,20170728,,118,,2017,07,28
6d59a38df44f4ba582b95df14531306b,20160617,,118,,2016,06,17
c78abf0d352b461dbe40bc500a591491,20161012,,118,,2016,10,12
8a7ee6531f1043feb0c398b8e4549e41,20160728,,118,,2016,07,28
1bdb72b74a1c45dfaa55fde628c23580,20171217,,118,,2017,12,17
a155c47e0f8b40efa3ff1f16112f8f68,20170823,,118,,2017,08,23
70837cfc2ebd48dba6f92f6c685d88e1,20170829,,118,,2017,08,29
99cc71b6809a4570b947e65e102f55e4,20180530,,118,,2018,05,30
0e84f26096b14faa9ee343d703681c38,20180315,,118,,2018,03,15
9dcaa45110564728b0e43b053c5644f6,20160410,,118,,2016,04,10
d09c99f76c7d4fbf9fc7ae5c833f3e38,20161022,,118,,2016,10,22
7c5c8800b9ac44fc9bf8bff7eb2ecb7f,20170728,,118,,2017,07,28
1c3df5c135b541eb8f5ac99266e78b47,20170107,,118,,2017,01,07
741345d6824d458d9e9527c7c83befff,20171101,,118,,2017,11,01
47496e5b63b04a95a8af75620af7949b,20180108,,118,,2018,01,08
ccec40a018514c05a09dc7cf77ea39f6,20160813,,118,,2016,08,13
e85fe1d186db4fc3a20fa89867d40237,20170916,,118,,2017,09,16
1c6374cf326748ba9f05dcdb0bd4381b,20160106,,118,,2016,01,06
b209f58bcf7e458e889ce5842b8a5e9b,20150228,,118,,2015,02,28
f0925df3e48047e7a499bb1e92cc2271,20180409,,118,,2018,04,09
d072aff43dfc4d64a572e871c1872ddb,20151201,,118,,2015,12,01
116393991ba444a8b21f3e4138318e67,20170830,,118,,2017,08,30
7b30262eef3d4ea69aa84fa09aee70ed,20171230,,118,,2017,12,30
fd29f0057d704acab6c6ab0162dc2f6c,20160618,,118,,2016,06,18
08c7da2729124558865ab2aa17692fba,20160407,,118,,2016,04,07
b69d33d582fa4ffbbe9f1fd022f24463,20160913,,118,,2016,09,13
65989c06151f4484b44371715086ed7a,20171023,,118,,2017,10,23
bd78115dd95f414792666db25ef85f27,20150928,,118,,2015,09,28
9005b91944a54323993fa61c7cd611f6,20171210,,118,,2017,12,10
8cded7272788493a8e71cf419722b66a,20160712,,118,,2016,07,12
3c99b9da98fe465190e624ae69b0234b,20160514,,118,,2016,05,14
98a0906086e94e4cab5e8b6347a1f5ee,20171129,,118,,2017,11,29
d1b648a2cfaf43b6b0d1dfecc59b5418,20161105,,118,,2016,11,05
ad65a262ec514c54b844e2f05ae28916,20170214,,118,,2017,02,14
7d6a59f524ac4133874049ac68b93bb2,20170225,,118,,2017,02,25
