order_details_id,order_id,order_date,order_time,item_id
1836,815,2023-01-14,0 days 16:38:00,111.0
1837,816,2023-01-14,0 days 17:04:08,105.0
1838,816,2023-01-14,0 days 17:04:08,132.0
1839,817,2023-01-14,0 days 17:10:38,108.0
1840,817,2023-01-14,0 days 17:10:38,113.0
1841,817,2023-01-14,0 days 17:10:38,105.0
1842,817,2023-01-14,0 days 17:10:38,106.0
1843,818,2023-01-14,0 days 17:15:50,112.0
1844,818,2023-01-14,0 days 17:15:50,120.0
1845,818,2023-01-14,0 days 17:15:50,120.0
1846,819,2023-01-14,0 days 17:21:39,101.0
1847,819,2023-01-14,0 days 17:21:39,120.0
1848,820,2023-01-14,0 days 17:24:09,105.0
1849,820,2023-01-14,0 days 17:24:09,123.0
1850,821,2023-01-14,0 days 17:37:26,124.0
1851,822,2023-01-14,0 days 17:38:53,
1852,823,2023-01-14,0 days 17:42:17,101.0
1853,823,2023-01-14,0 days 17:42:17,102.0
1854,823,2023-01-14,0 days 17:42:17,114.0
1855,824,2023-01-14,0 days 17:53:41,102.0
1856,824,2023-01-14,0 days 17:53:41,108.0
1857,824,2023-01-14,0 days 17:53:41,117.0
1858,824,2023-01-14,0 days 17:53:41,120.0
1859,825,2023-01-14,0 days 18:06:06,124.0
1860,825,2023-01-14,0 days 18:06:06,120.0
1861,826,2023-01-14,0 days 18:06:14,104.0
1862,826,2023-01-14,0 days 18:06:14,117.0
1863,826,2023-01-14,0 days 18:06:14,113.0
1864,827,2023-01-14,0 days 18:09:48,103.0
1865,827,2023-01-14,0 days 18:09:48,111.0
1866,828,2023-01-14,0 days 18:23:55,104.0
1867,828,2023-01-14,0 days 18:23:55,118.0
1868,829,2023-01-14,0 days 18:27:42,111.0
1869,829,2023-01-14,0 days 18:27:42,118.0
1870,829,2023-01-14,0 days 18:27:42,122.0
1871,829,2023-01-14,0 days 18:27:42,123.0
1872,830,2023-01-14,0 days 18:38:17,109.0
1873,830,2023-01-14,0 days 18:38:17,117.0
1874,830,2023-01-14,0 days 18:38:17,113.0
1875,831,2023-01-14,0 days 18:38:20,116.0
1876,831,2023-01-14,0 days 18:38:20,104.0
1877,831,2023-01-14,0 days 18:38:20,104.0
1878,831,2023-01-14,0 days 18:38:20,108.0
1879,832,2023-01-14,0 days 18:47:06,109.0
1880,833,2023-01-14,0 days 19:07:45,107.0
1881,833,2023-01-14,0 days 19:07:45,111.0
1882,834,2023-01-14,0 days 19:25:16,104.0
1883,834,2023-01-14,0 days 19:25:16,113.0
1884,834,2023-01-14,0 days 19:25:16,119.0
1885,834,2023-01-14,0 days 19:25:16,131.0
1886,835,2023-01-14,0 days 19:56:01,101.0
1887,835,2023-01-14,0 days 19:56:01,101.0
1888,835,2023-01-14,0 days 19:56:01,113.0
1889,835,2023-01-14,0 days 19:56:01,105.0
1890,836,2023-01-14,0 days 20:08:08,124.0
1891,836,2023-01-14,0 days 20:08:08,125.0
1892,836,2023-01-14,0 days 20:08:08,109.0
1893,836,2023-01-14,0 days 20:08:08,
1894,837,2023-01-14,0 days 20:12:27,117.0
1895,838,2023-01-14,0 days 20:33:57,103.0
1896,838,2023-01-14,0 days 20:33:57,117.0
1897,838,2023-01-14,0 days 20:33:57,132.0
1898,839,2023-01-14,0 days 20:40:40,129.0
1899,840,2023-01-14,0 days 20:46:12,117.0
1900,841,2023-01-14,0 days 20:57:40,118.0
1901,842,2023-01-14,0 days 21:09:39,130.0
1902,842,2023-01-14,0 days 21:09:39,131.0
1903,842,2023-01-14,0 days 21:09:39,123.0
1904,843,2023-01-14,0 days 21:32:21,123.0
1905,844,2023-01-14,0 days 21:36:58,132.0
1906,845,2023-01-14,0 days 21:42:56,108.0
1907,845,2023-01-14,0 days 21:42:56,124.0
1908,845,2023-01-14,0 days 21:42:56,117.0
1909,845,2023-01-14,0 days 21:42:56,105.0
1910,846,2023-01-14,0 days 22:16:24,102.0
1911,846,2023-01-14,0 days 22:16:24,124.0
1912,847,2023-01-15,0 days 11:37:03,113.0
1913,848,2023-01-15,0 days 11:56:46,107.0
1914,849,2023-01-15,0 days 12:08:30,108.0
1915,849,2023-01-15,0 days 12:08:30,120.0
1916,849,2023-01-15,0 days 12:08:30,122.0
1917,849,2023-01-15,0 days 12:08:30,122.0
1918,850,2023-01-15,0 days 12:15:35,125.0
1919,850,2023-01-15,0 days 12:15:35,105.0
1920,850,2023-01-15,0 days 12:15:35,106.0
1921,851,2023-01-15,0 days 12:20:22,101.0
1922,852,2023-01-15,0 days 12:33:51,106.0
1923,853,2023-01-15,0 days 12:36:39,113.0
1924,854,2023-01-15,0 days 12:51:19,113.0
1925,854,2023-01-15,0 days 12:51:19,121.0
1926,855,2023-01-15,0 days 12:56:54,124.0
1927,855,2023-01-15,0 days 12:56:54,120.0
1928,855,2023-01-15,0 days 12:56:54,105.0
1929,855,2023-01-15,0 days 12:56:54,130.0
1930,855,2023-01-15,0 days 12:56:54,132.0
1931,856,2023-01-15,0 days 12:59:20,122.0
1932,857,2023-01-15,0 days 13:01:53,111.0
1933,858,2023-01-15,0 days 13:03:42,118.0
1934,858,2023-01-15,0 days 13:03:42,106.0
1935,858,2023-01-15,0 days 13:03:42,132.0
1936,859,2023-01-15,0 days 13:05:13,107.0
1937,859,2023-01-15,0 days 13:05:13,116.0
1938,859,2023-01-15,0 days 13:05:13,103.0
1939,859,2023-01-15,0 days 13:05:13,114.0
1940,860,2023-01-15,0 days 13:07:53,120.0
1941,860,2023-01-15,0 days 13:07:53,122.0
1942,861,2023-01-15,0 days 13:08:44,119.0
1943,862,2023-01-15,0 days 13:10:45,105.0
1944,863,2023-01-15,0 days 13:12:29,106.0
1945,864,2023-01-15,0 days 14:04:23,107.0
1946,864,2023-01-15,0 days 14:04:23,109.0
1947,864,2023-01-15,0 days 14:04:23,117.0
1948,864,2023-01-15,0 days 14:04:23,128.0
1949,864,2023-01-15,0 days 14:04:23,120.0
1950,864,2023-01-15,0 days 14:04:23,131.0
1951,864,2023-01-15,0 days 14:04:23,123.0
1952,864,2023-01-15,0 days 14:04:23,114.0
1953,864,2023-01-15,0 days 14:04:23,132.0
1954,865,2023-01-15,0 days 14:10:00,108.0
1955,866,2023-01-15,0 days 14:18:09,118.0
1956,867,2023-01-15,0 days 14:19:28,109.0
1957,867,2023-01-15,0 days 14:19:28,109.0
1958,868,2023-01-15,0 days 14:27:25,121.0
1959,869,2023-01-15,0 days 14:31:43,123.0
1960,869,2023-01-15,0 days 14:31:43,106.0
1961,870,2023-01-15,0 days 14:38:31,124.0
1962,870,2023-01-15,0 days 14:38:31,125.0
1963,871,2023-01-15,0 days 14:45:22,103.0
1964,872,2023-01-15,0 days 14:48:37,119.0
1965,873,2023-01-15,0 days 15:06:15,113.0
1966,874,2023-01-15,0 days 15:20:36,112.0
1967,874,2023-01-15,0 days 15:20:36,105.0
1968,875,2023-01-15,0 days 15:23:21,102.0
1969,876,2023-01-15,0 days 15:27:03,109.0
1970,876,2023-01-15,0 days 15:27:03,105.0
1971,876,2023-01-15,0 days 15:27:03,122.0
1972,877,2023-01-15,0 days 15:32:59,125.0
1973,878,2023-01-15,0 days 16:05:58,102.0
1974,879,2023-01-15,0 days 16:12:57,105.0
1975,879,2023-01-15,0 days 16:12:57,123.0
1976,879,2023-01-15,0 days 16:12:57,132.0
1977,880,2023-01-15,0 days 16:19:26,113.0
1978,880,2023-01-15,0 days 16:19:26,113.0
1979,881,2023-01-15,0 days 16:40:04,102.0
1980,881,2023-01-15,0 days 16:40:04,117.0
1981,882,2023-01-15,0 days 16:44:46,119.0
1982,882,2023-01-15,0 days 16:44:46,131.0
1983,882,2023-01-15,0 days 16:44:46,106.0
1984,883,2023-01-15,0 days 16:56:05,102.0
1985,883,2023-01-15,0 days 16:56:05,108.0
1986,883,2023-01-15,0 days 16:56:05,109.0
1987,883,2023-01-15,0 days 16:56:05,119.0
1988,884,2023-01-15,0 days 16:57:15,109.0
1989,885,2023-01-15,0 days 16:57:55,129.0
1990,885,2023-01-15,0 days 16:57:55,120.0
1991,885,2023-01-15,0 days 16:57:55,122.0
1992,885,2023-01-15,0 days 16:57:55,
1993,886,2023-01-15,0 days 17:05:35,128.0
1994,886,2023-01-15,0 days 17:05:35,120.0
1995,886,2023-01-15,0 days 17:05:35,122.0
1996,887,2023-01-15,0 days 17:13:58,113.0
1997,887,2023-01-15,0 days 17:13:58,122.0
1998,888,2023-01-15,0 days 17:14:27,120.0
1999,888,2023-01-15,0 days 17:14:27,121.0
2000,889,2023-01-15,0 days 17:27:51,101.0
2001,890,2023-01-15,0 days 17:32:25,125.0
2002,891,2023-01-15,0 days 17:43:34,130.0
2003,892,2023-01-15,0 days 18:04:29,125.0
2004,892,2023-01-15,0 days 18:04:29,128.0
2005,893,2023-01-15,0 days 18:15:22,125.0
2006,894,2023-01-15,0 days 18:17:26,111.0
2007,895,2023-01-15,0 days 18:18:11,101.0
2008,895,2023-01-15,0 days 18:18:11,109.0
2009,895,2023-01-15,0 days 18:18:11,113.0
2010,896,2023-01-15,0 days 18:27:28,102.0
2011,896,2023-01-15,0 days 18:27:28,124.0
2012,897,2023-01-15,0 days 18:53:07,110.0
2013,897,2023-01-15,0 days 18:53:07,129.0
2014,897,2023-01-15,0 days 18:53:07,131.0
2015,898,2023-01-15,0 days 18:56:49,108.0
2016,899,2023-01-15,0 days 19:06:14,122.0
2017,899,2023-01-15,0 days 19:06:14,
2018,900,2023-01-15,0 days 19:09:51,113.0
2019,900,2023-01-15,0 days 19:09:51,113.0
2020,901,2023-01-15,0 days 19:16:11,107.0
2021,902,2023-01-15,0 days 19:21:00,118.0
2022,903,2023-01-15,0 days 19:27:22,108.0
2023,903,2023-01-15,0 days 19:27:22,118.0
2024,903,2023-01-15,0 days 19:27:22,121.0
2025,904,2023-01-15,0 days 20:07:01,101.0
2026,904,2023-01-15,0 days 20:07:01,112.0
2027,905,2023-01-15,0 days 20:12:06,101.0
2028,905,2023-01-15,0 days 20:12:06,127.0
2029,905,2023-01-15,0 days 20:12:06,132.0
2030,906,2023-01-15,0 days 20:51:59,121.0
2031,906,2023-01-15,0 days 20:51:59,105.0
2032,907,2023-01-15,0 days 20:54:32,120.0
2033,908,2023-01-15,0 days 21:42:32,113.0
2034,908,2023-01-15,0 days 21:42:32,106.0
2035,909,2023-01-16,0 days 11:19:25,101.0
2036,909,2023-01-16,0 days 11:19:25,127.0
2037,909,2023-01-16,0 days 11:19:25,122.0
2038,910,2023-01-16,0 days 11:25:40,110.0
2039,910,2023-01-16,0 days 11:25:40,119.0
2040,910,2023-01-16,0 days 11:25:40,132.0
2041,911,2023-01-16,0 days 11:36:00,101.0
2042,911,2023-01-16,0 days 11:36:00,131.0
2043,912,2023-01-16,0 days 11:39:48,112.0
2044,913,2023-01-16,0 days 11:55:24,123.0
2045,914,2023-01-16,0 days 12:14:22,132.0
2046,915,2023-01-16,0 days 12:20:22,101.0
2047,915,2023-01-16,0 days 12:20:22,124.0
2048,915,2023-01-16,0 days 12:20:22,126.0
2049,915,2023-01-16,0 days 12:20:22,111.0
2050,915,2023-01-16,0 days 12:20:22,113.0
2051,915,2023-01-16,0 days 12:20:22,113.0
2052,915,2023-01-16,0 days 12:20:22,119.0
2053,915,2023-01-16,0 days 12:20:22,122.0
2054,916,2023-01-16,0 days 12:30:09,117.0
2055,916,2023-01-16,0 days 12:30:09,129.0
2056,916,2023-01-16,0 days 12:30:09,113.0
2057,916,2023-01-16,0 days 12:30:09,
2058,917,2023-01-16,0 days 12:34:15,105.0
2059,918,2023-01-16,0 days 13:06:04,131.0
2060,919,2023-01-16,0 days 13:11:15,111.0
2061,920,2023-01-16,0 days 13:16:55,101.0
2062,920,2023-01-16,0 days 13:16:55,108.0
2063,921,2023-01-16,0 days 13:18:32,105.0
2064,921,2023-01-16,0 days 13:18:32,130.0
2065,922,2023-01-16,0 days 13:19:43,116.0
2066,922,2023-01-16,0 days 13:19:43,113.0
2067,922,2023-01-16,0 days 13:19:43,105.0
2068,923,2023-01-16,0 days 13:23:29,129.0
2069,923,2023-01-16,0 days 13:23:29,131.0
2070,924,2023-01-16,0 days 13:27:57,113.0
2071,924,2023-01-16,0 days 13:27:57,105.0
2072,925,2023-01-16,0 days 13:42:47,132.0
2073,926,2023-01-16,0 days 13:51:38,108.0
2074,926,2023-01-16,0 days 13:51:38,113.0
2075,926,2023-01-16,0 days 13:51:38,120.0
2076,926,2023-01-16,0 days 13:51:38,132.0
2077,927,2023-01-16,0 days 13:59:21,102.0
2078,927,2023-01-16,0 days 13:59:21,103.0
2079,927,2023-01-16,0 days 13:59:21,108.0
2080,927,2023-01-16,0 days 13:59:21,125.0
2081,927,2023-01-16,0 days 13:59:21,109.0
2082,927,2023-01-16,0 days 13:59:21,110.0
2083,927,2023-01-16,0 days 13:59:21,129.0
2084,927,2023-01-16,0 days 13:59:21,111.0
2085,927,2023-01-16,0 days 13:59:21,131.0
2086,928,2023-01-16,0 days 14:14:40,102.0
2087,928,2023-01-16,0 days 14:14:40,106.0
2088,929,2023-01-16,0 days 14:24:45,124.0
2089,930,2023-01-16,0 days 15:00:11,110.0
2090,930,2023-01-16,0 days 15:00:11,111.0
2091,930,2023-01-16,0 days 15:00:11,112.0
2092,931,2023-01-16,0 days 15:27:24,101.0
2093,931,2023-01-16,0 days 15:27:24,124.0
2094,931,2023-01-16,0 days 15:27:24,118.0
2095,932,2023-01-16,0 days 15:33:19,116.0
2096,932,2023-01-16,0 days 15:33:19,106.0
2097,933,2023-01-16,0 days 15:49:05,124.0
2098,934,2023-01-16,0 days 15:55:24,106.0
2099,935,2023-01-16,0 days 16:14:59,107.0
2100,935,2023-01-16,0 days 16:14:59,122.0
2101,935,2023-01-16,0 days 16:14:59,131.0
2102,935,2023-01-16,0 days 16:14:59,114.0
2103,936,2023-01-16,0 days 16:19:19,120.0
2104,937,2023-01-16,0 days 16:20:32,122.0
2105,938,2023-01-16,0 days 16:43:09,117.0
2106,938,2023-01-16,0 days 16:43:09,118.0
2107,938,2023-01-16,0 days 16:43:09,131.0
2108,939,2023-01-16,0 days 16:59:23,118.0
2109,939,2023-01-16,0 days 16:59:23,130.0
2110,940,2023-01-16,0 days 17:05:08,111.0
2111,940,2023-01-16,0 days 17:05:08,112.0
2112,940,2023-01-16,0 days 17:05:08,118.0
2113,941,2023-01-16,0 days 17:09:08,126.0
2114,941,2023-01-16,0 days 17:09:08,110.0
2115,942,2023-01-16,0 days 17:18:37,101.0
2116,942,2023-01-16,0 days 17:18:37,105.0
2117,943,2023-01-16,0 days 17:22:00,120.0
2118,944,2023-01-16,0 days 17:54:33,108.0
2119,945,2023-01-16,0 days 17:58:38,101.0
2120,945,2023-01-16,0 days 17:58:38,124.0
2121,945,2023-01-16,0 days 17:58:38,125.0
2122,945,2023-01-16,0 days 17:58:38,109.0
2123,946,2023-01-16,0 days 18:00:48,102.0
2124,946,2023-01-16,0 days 18:00:48,113.0
2125,946,2023-01-16,0 days 18:00:48,130.0
2126,946,2023-01-16,0 days 18:00:48,123.0
2127,947,2023-01-16,0 days 18:13:15,102.0
2128,947,2023-01-16,0 days 18:13:15,113.0
2129,947,2023-01-16,0 days 18:13:15,
2130,948,2023-01-16,0 days 18:42:17,112.0
2131,948,2023-01-16,0 days 18:42:17,113.0
2132,948,2023-01-16,0 days 18:42:17,122.0
2133,948,2023-01-16,0 days 18:42:17,132.0
2134,949,2023-01-16,0 days 18:52:18,129.0
2135,949,2023-01-16,0 days 18:52:18,132.0
2136,950,2023-01-16,0 days 18:57:56,102.0
2137,951,2023-01-16,0 days 19:03:46,127.0
2138,952,2023-01-16,0 days 19:05:35,107.0
2139,952,2023-01-16,0 days 19:05:35,116.0
2140,952,2023-01-16,0 days 19:05:35,118.0
2141,952,2023-01-16,0 days 19:05:35,131.0
2142,953,2023-01-16,0 days 19:12:08,101.0
2143,953,2023-01-16,0 days 19:12:08,103.0
2144,953,2023-01-16,0 days 19:12:08,131.0
2145,954,2023-01-16,0 days 19:14:03,106.0
2146,955,2023-01-16,0 days 19:24:16,102.0
2147,955,2023-01-16,0 days 19:24:16,124.0
2148,955,2023-01-16,0 days 19:24:16,111.0
2149,956,2023-01-16,0 days 19:24:40,119.0
2150,956,2023-01-16,0 days 19:24:40,106.0
2151,957,2023-01-16,0 days 19:32:12,125.0
2152,957,2023-01-16,0 days 19:32:12,126.0
2153,957,2023-01-16,0 days 19:32:12,127.0
2154,957,2023-01-16,0 days 19:32:12,130.0
2155,958,2023-01-16,0 days 19:33:33,113.0
2156,959,2023-01-16,0 days 19:34:00,102.0
2157,959,2023-01-16,0 days 19:34:00,130.0
2158,960,2023-01-16,0 days 19:35:00,122.0
2159,961,2023-01-16,0 days 19:42:20,101.0
2160,961,2023-01-16,0 days 19:42:20,110.0
2161,962,2023-01-16,0 days 19:55:17,107.0
2162,962,2023-01-16,0 days 19:55:17,112.0
2163,963,2023-01-16,0 days 20:06:41,102.0
2164,963,2023-01-16,0 days 20:06:41,104.0
2165,963,2023-01-16,0 days 20:06:41,120.0
2166,964,2023-01-16,0 days 20:24:37,107.0
2167,964,2023-01-16,0 days 20:24:37,125.0
2168,965,2023-01-16,0 days 20:41:02,126.0
2169,965,2023-01-16,0 days 20:41:02,122.0
2170,965,2023-01-16,0 days 20:41:02,131.0
2171,965,2023-01-16,0 days 20:41:02,106.0
2172,966,2023-01-16,0 days 20:59:17,120.0
2173,966,2023-01-16,0 days 20:59:17,131.0
2174,967,2023-01-16,0 days 21:03:33,128.0
2175,968,2023-01-16,0 days 21:23:01,109.0
2176,968,2023-01-16,0 days 21:23:01,110.0
2177,969,2023-01-16,0 days 21:36:19,129.0
2178,970,2023-01-16,0 days 21:44:35,108.0
2179,970,2023-01-16,0 days 21:44:35,122.0
2180,971,2023-01-16,0 days 21:46:20,103.0
2181,971,2023-01-16,0 days 21:46:20,108.0
2182,971,2023-01-16,0 days 21:46:20,117.0
2183,971,2023-01-16,0 days 21:46:20,120.0
2184,972,2023-01-16,0 days 22:03:09,113.0
2185,972,2023-01-16,0 days 22:03:09,113.0
2186,973,2023-01-16,0 days 22:06:08,129.0
2187,974,2023-01-16,0 days 22:06:53,108.0
2188,975,2023-01-16,0 days 22:10:21,126.0
2189,975,2023-01-16,0 days 22:10:21,128.0
2190,976,2023-01-17,0 days 11:53:19,113.0
2191,977,2023-01-17,0 days 12:01:58,112.0
2192,977,2023-01-17,0 days 12:01:58,106.0
2193,978,2023-01-17,0 days 12:24:36,101.0
2194,978,2023-01-17,0 days 12:24:36,107.0
2195,978,2023-01-17,0 days 12:24:36,115.0
2196,978,2023-01-17,0 days 12:24:36,109.0
2197,978,2023-01-17,0 days 12:24:36,109.0
2198,978,2023-01-17,0 days 12:24:36,117.0
2199,978,2023-01-17,0 days 12:24:36,117.0
2200,978,2023-01-17,0 days 12:24:36,128.0
2201,978,2023-01-17,0 days 12:24:36,118.0
2202,978,2023-01-17,0 days 12:24:36,122.0
2203,978,2023-01-17,0 days 12:24:36,106.0
2204,979,2023-01-17,0 days 12:57:28,130.0
2205,980,2023-01-17,0 days 12:58:36,102.0
2206,980,2023-01-17,0 days 12:58:36,111.0
2207,980,2023-01-17,0 days 12:58:36,120.0
2208,980,2023-01-17,0 days 12:58:36,123.0
2209,980,2023-01-17,0 days 12:58:36,106.0
2210,980,2023-01-17,0 days 12:58:36,106.0
2211,981,2023-01-17,0 days 13:56:46,101.0
2212,982,2023-01-17,0 days 14:12:58,125.0
2213,982,2023-01-17,0 days 14:12:58,109.0
2214,982,2023-01-17,0 days 14:12:58,113.0
2215,982,2023-01-17,0 days 14:12:58,105.0
2216,983,2023-01-17,0 days 14:29:31,107.0
2217,984,2023-01-17,0 days 14:33:55,110.0
2218,985,2023-01-17,0 days 14:34:50,109.0
2219,985,2023-01-17,0 days 14:34:50,127.0
2220,985,2023-01-17,0 days 14:34:50,121.0
2221,986,2023-01-17,0 days 14:35:25,132.0
2222,987,2023-01-17,0 days 14:41:14,101.0
2223,987,2023-01-17,0 days 14:41:14,116.0
2224,987,2023-01-17,0 days 14:41:14,119.0
2225,988,2023-01-17,0 days 14:44:56,127.0
2226,989,2023-01-17,0 days 15:08:38,109.0
2227,990,2023-01-17,0 days 15:30:10,113.0
2228,991,2023-01-17,0 days 15:43:27,107.0
2229,991,2023-01-17,0 days 15:43:27,121.0
2230,992,2023-01-17,0 days 15:49:31,117.0
2231,993,2023-01-17,0 days 16:16:59,101.0
2232,994,2023-01-17,0 days 16:19:42,102.0
2233,994,2023-01-17,0 days 16:19:42,109.0
2234,994,2023-01-17,0 days 16:19:42,106.0
2235,994,2023-01-17,0 days 16:19:42,106.0
2236,995,2023-01-17,0 days 16:57:30,102.0
2237,996,2023-01-17,0 days 17:11:07,110.0
2238,996,2023-01-17,0 days 17:11:07,110.0
2239,996,2023-01-17,0 days 17:11:07,111.0
2240,996,2023-01-17,0 days 17:11:07,130.0
2241,997,2023-01-17,0 days 17:16:26,129.0
2242,998,2023-01-17,0 days 17:19:16,110.0
2243,999,2023-01-17,0 days 17:21:24,105.0
2244,1000,2023-01-17,0 days 17:24:24,115.0
2245,1000,2023-01-17,0 days 17:24:24,128.0
2246,1001,2023-01-17,0 days 17:28:05,107.0
2247,1001,2023-01-17,0 days 17:28:05,113.0
2248,1001,2023-01-17,0 days 17:28:05,122.0
2249,1002,2023-01-17,0 days 17:29:41,101.0
2250,1002,2023-01-17,0 days 17:29:41,104.0
2251,1003,2023-01-17,0 days 17:31:16,102.0
2252,1003,2023-01-17,0 days 17:31:16,102.0
2253,1003,2023-01-17,0 days 17:31:16,113.0
2254,1004,2023-01-17,0 days 17:44:05,
2255,1005,2023-01-17,0 days 17:49:51,101.0
2256,1005,2023-01-17,0 days 17:49:51,120.0
2257,1006,2023-01-17,0 days 18:28:12,106.0
2258,1006,2023-01-17,0 days 18:28:12,132.0
2259,1007,2023-01-17,0 days 18:35:22,132.0
2260,1008,2023-01-17,0 days 18:49:59,108.0
2261,1008,2023-01-17,0 days 18:49:59,114.0
2262,1009,2023-01-17,0 days 18:58:24,108.0
2263,1009,2023-01-17,0 days 18:58:24,126.0
2264,1010,2023-01-17,0 days 19:15:11,107.0
2265,1010,2023-01-17,0 days 19:15:11,103.0
2266,1010,2023-01-17,0 days 19:15:11,127.0
2267,1011,2023-01-17,0 days 19:20:20,112.0
2268,1012,2023-01-17,0 days 19:25:32,126.0
2269,1012,2023-01-17,0 days 19:25:32,119.0
2270,1013,2023-01-17,0 days 19:26:40,121.0
2271,1013,2023-01-17,0 days 19:26:40,123.0
2272,1014,2023-01-17,0 days 19:38:17,104.0
2273,1014,2023-01-17,0 days 19:38:17,113.0
2274,1014,2023-01-17,0 days 19:38:17,119.0
2275,1014,2023-01-17,0 days 19:38:17,105.0
2276,1015,2023-01-17,0 days 19:42:51,106.0
2277,1016,2023-01-17,0 days 19:44:36,102.0
2278,1016,2023-01-17,0 days 19:44:36,109.0
2279,1016,2023-01-17,0 days 19:44:36,120.0
2280,1017,2023-01-17,0 days 20:13:32,102.0
2281,1018,2023-01-17,0 days 20:38:50,101.0
2282,1018,2023-01-17,0 days 20:38:50,102.0
2283,1018,2023-01-17,0 days 20:38:50,112.0
2284,1019,2023-01-17,0 days 20:50:54,109.0
2285,1019,2023-01-17,0 days 20:50:54,121.0
2286,1019,2023-01-17,0 days 20:50:54,130.0
2287,1020,2023-01-17,0 days 21:04:20,101.0
2288,1020,2023-01-17,0 days 21:04:20,101.0
2289,1020,2023-01-17,0 days 21:04:20,113.0
2290,1020,2023-01-17,0 days 21:04:20,105.0
2291,1021,2023-01-17,0 days 21:11:31,101.0
2292,1021,2023-01-17,0 days 21:11:31,102.0
2293,1021,2023-01-17,0 days 21:11:31,128.0
2294,1021,2023-01-17,0 days 21:11:31,113.0
2295,1022,2023-01-17,0 days 21:16:01,106.0
2296,1023,2023-01-17,0 days 21:20:18,110.0
2297,1024,2023-01-17,0 days 21:21:23,101.0
2298,1025,2023-01-17,0 days 21:49:00,112.0
2299,1025,2023-01-17,0 days 21:49:00,113.0
2300,1025,2023-01-17,0 days 21:49:00,132.0
2301,1026,2023-01-17,0 days 21:55:05,102.0
2302,1026,2023-01-17,0 days 21:55:05,108.0
2303,1027,2023-01-17,0 days 21:57:02,125.0
2304,1028,2023-01-17,0 days 22:02:45,111.0
2305,1028,2023-01-17,0 days 22:02:45,120.0
2306,1029,2023-01-17,0 days 22:06:27,120.0
2307,1029,2023-01-17,0 days 22:06:27,114.0
2308,1030,2023-01-17,0 days 22:13:59,113.0
2309,1030,2023-01-17,0 days 22:13:59,118.0
2310,1030,2023-01-17,0 days 22:13:59,120.0
2311,1030,2023-01-17,0 days 22:13:59,122.0
2312,1031,2023-01-18,0 days 11:39:03,108.0
2313,1031,2023-01-18,0 days 11:39:03,109.0
2314,1032,2023-01-18,0 days 11:45:13,101.0
2315,1033,2023-01-18,0 days 11:54:13,102.0
2316,1034,2023-01-18,0 days 12:07:59,101.0
2317,1034,2023-01-18,0 days 12:07:59,129.0
2318,1034,2023-01-18,0 days 12:07:59,111.0
2319,1034,2023-01-18,0 days 12:07:59,111.0
2320,1034,2023-01-18,0 days 12:07:59,113.0
2321,1034,2023-01-18,0 days 12:07:59,120.0
2322,1034,2023-01-18,0 days 12:07:59,121.0
2323,1034,2023-01-18,0 days 12:07:59,131.0
2324,1035,2023-01-18,0 days 12:13:15,102.0
2325,1035,2023-01-18,0 days 12:13:15,126.0
2326,1035,2023-01-18,0 days 12:13:15,117.0
2327,1035,2023-01-18,0 days 12:13:15,128.0
2328,1036,2023-01-18,0 days 12:49:29,108.0
2329,1036,2023-01-18,0 days 12:49:29,117.0
2330,1036,2023-01-18,0 days 12:49:29,129.0
2331,1036,2023-01-18,0 days 12:49:29,106.0
2332,1037,2023-01-18,0 days 13:04:54,107.0
2333,1037,2023-01-18,0 days 13:04:54,104.0
2334,1037,2023-01-18,0 days 13:04:54,108.0
2335,1037,2023-01-18,0 days 13:04:54,117.0
2336,1038,2023-01-18,0 days 13:14:59,109.0
2337,1038,2023-01-18,0 days 13:14:59,113.0
2338,1039,2023-01-18,0 days 13:33:31,108.0
2339,1040,2023-01-18,0 days 13:56:05,118.0
2340,1040,2023-01-18,0 days 13:56:05,106.0
2341,1041,2023-01-18,0 days 13:59:47,120.0
2342,1042,2023-01-18,0 days 14:06:19,112.0
2343,1043,2023-01-18,0 days 14:07:36,125.0
2344,1043,2023-01-18,0 days 14:07:36,113.0
2345,1043,2023-01-18,0 days 14:07:36,118.0
2346,1043,2023-01-18,0 days 14:07:36,119.0
2347,1043,2023-01-18,0 days 14:07:36,120.0
2348,1043,2023-01-18,0 days 14:07:36,105.0
2349,1043,2023-01-18,0 days 14:07:36,122.0
2350,1043,2023-01-18,0 days 14:07:36,131.0
2351,1044,2023-01-18,0 days 14:20:16,
2352,1045,2023-01-18,0 days 14:22:14,102.0
2353,1046,2023-01-18,0 days 14:39:33,108.0
2354,1047,2023-01-18,0 days 14:50:37,101.0
2355,1047,2023-01-18,0 days 14:50:37,125.0
2356,1047,2023-01-18,0 days 14:50:37,113.0
2357,1048,2023-01-18,0 days 14:53:25,132.0
2358,1049,2023-01-18,0 days 14:57:48,101.0
2359,1050,2023-01-18,0 days 15:05:54,131.0
2360,1051,2023-01-18,0 days 15:08:45,102.0
2361,1052,2023-01-18,0 days 15:28:12,118.0
2362,1052,2023-01-18,0 days 15:28:12,121.0
2363,1053,2023-01-18,0 days 15:43:17,102.0
2364,1053,2023-01-18,0 days 15:43:17,113.0
2365,1053,2023-01-18,0 days 15:43:17,123.0
2366,1054,2023-01-18,0 days 15:56:04,101.0
2367,1054,2023-01-18,0 days 15:56:04,113.0
2368,1055,2023-01-18,0 days 16:07:14,107.0
